Gene	logFC	logCPM	PValue	FDR
Tlr9	0.03636847	1.383740263	0.753689744	0.869752755
Mettl18	-0.038369784	1.452770559	0.753727088	0.869752755
Kctd20	0.013860518	5.992198583	0.753781494	0.869752755
Trak2	-0.014811253	7.588399822	0.753913723	0.869767431
Igdcc3	-0.051268384	0.634002158	0.753952223	0.869767431
Tmem258	0.017647225	4.206959164	0.753984437	0.869767431
Clstn1	0.011915821	11.13009018	0.754064709	0.869786883
Accs	-0.03984109	1.586567403	0.754440507	0.870147182
Fem1a	0.012328907	6.9399906	0.754536157	0.870184334
Timm17b	0.018179488	3.725712994	0.754708874	0.870310351
Mmachc	0.015223751	4.050751497	0.754897323	0.870443935
Tnrc6c	-0.013447696	6.212331587	0.754951629	0.870443935
Ppp1r7	0.017813034	5.894522993	0.755188464	0.87064382
Epg5	0.009072342	7.165086849	0.755323046	0.870725794
Atxn1l	0.01217248	6.271692097	0.755895539	0.87131253
Fam160b2	-0.017650042	5.146185941	0.756042706	0.871386849
Urb1	0.01223679	4.931102087	0.756087065	0.871386849
Klhl25	-0.019554325	4.129111991	0.756221513	0.871460925
Furin	0.013814606	5.960840272	0.756340811	0.871460925
Pcdhga10	0.022214766	3.972679535	0.756385305	0.871460925
Cmtr2	0.019667739	3.169306324	0.756405465	0.871460925
Pdcl	-0.021476279	3.949545138	0.756473917	0.871466593
Iars2	-0.012227435	5.720504422	0.757164184	0.872188538
Fam219b	0.016185324	4.521169498	0.757503379	0.872505992
Klhl22	-0.011165346	6.78972256	0.757757672	0.872725608
Pepd	-0.014978093	5.148039603	0.758031251	0.872945824
Zfp229	-0.051299824	1.03854015	0.758076158	0.872945824
Ncbp3	0.023180983	3.983084418	0.758257829	0.873013939
Cenpt	-0.018475118	3.291552287	0.758262599	0.873013939
Npl	-0.033151433	1.781219895	0.758447785	0.873093468
Cipc	-0.012755629	6.603912892	0.758479984	0.873093468
Fgd3	-0.018909059	3.33712376	0.758522626	0.873093468
Oscp1	0.013915149	4.610489393	0.758728991	0.873257725
Cops6	0.011106281	6.406301924	0.759109947	0.873622883
Lpar2	-0.04701412	0.694727806	0.759203139	0.873637249
Kif5c	0.015371614	9.560849252	0.759273435	0.873637249
Exosc1	-0.020922445	3.025937831	0.759313501	0.873637249
Tceal3	0.014485058	4.906908646	0.759644519	0.873944801
Gas1	0.019237139	3.611470234	0.759758683	0.874002839
Psma2	-0.010483478	6.089639877	0.759825457	0.874006356
Dip2b	-0.008937452	7.941579765	0.759966594	0.874095402
Mrps35	0.015716614	3.834563362	0.760214407	0.874307121
Aco2	-0.011005144	9.097349214	0.76051866	0.874583707
Arcn1	-0.017241698	6.285614113	0.760832009	0.874810249
Rogdi	0.012352825	6.521015958	0.760843207	0.874810249
Phb2	-0.013190818	5.89841492	0.761199143	0.875146144
Cyp2j9	-0.018234174	4.503235207	0.761546349	0.875432558
Fbxo9	-0.011447349	6.634869928	0.761586347	0.875432558
Pop5	0.017937181	4.923405378	0.761639728	0.875432558
Ubac1	0.012953838	5.605704723	0.761894125	0.875651589
Hist1h3c	-0.051775765	0.432095659	0.762020395	0.875723337
Lgi1	0.015833795	6.141756179	0.762247294	0.875898327
Nfic	0.011322994	6.784279745	0.762300374	0.875898327
Cstb	0.018749552	3.616256445	0.762444869	0.875990977
Kcnj3	0.01763253	6.854922364	0.762543352	0.876002773
Setd6	-0.024594701	2.503482273	0.762582862	0.876002773
Gltscr1	0.015441364	4.669918907	0.762809145	0.876120131
Aig1	0.014285672	4.696320651	0.762870631	0.876120131
Rbm6	0.021157988	4.172839028	0.762876638	0.876120131
Qtrtd1	0.024133295	2.918672333	0.762965992	0.876149394
Kif2a	-0.017904607	5.9157431	0.763114456	0.876202307
1110002L01Rik	0.0248511	2.715977636	0.763195358	0.876202307
Fastkd5	-0.022721878	3.329507753	0.763249772	0.876202307
Tceanc2	-0.018518021	3.924224502	0.763320094	0.876202307
Dgat2	-0.014589585	6.57391042	0.763360676	0.876202307
Ralgps2	0.018204906	5.467783227	0.763400857	0.876202307
Bmyc	-0.012910268	5.115830154	0.763513289	0.876202307
Glod4	-0.011094699	5.927238639	0.763523086	0.876202307
Rttn	-0.018929281	3.097395836	0.76382321	0.876367264
Dus4l	0.028463934	1.394637722	0.76388714	0.876367264
Hinfp	-0.020044619	3.323274086	0.763893478	0.876367264
Ptgds	0.021582423	9.190748308	0.763925775	0.876367264
Fibp	0.015965106	4.88087619	0.763986276	0.876367264
Arhgap36	0.070505584	2.837390249	0.764074326	0.876394976
Ldlrad4	0.011880584	5.189714949	0.764290607	0.876569754
Casp8ap2	-0.022738665	3.252510513	0.764391461	0.876597852
Ube2l3	-0.011674577	6.748160761	0.764442918	0.876597852
Smtn	-0.036581872	2.224340191	0.76470308	0.876822883
Kcnv1	0.014956263	6.307885978	0.765142399	0.877065007
Sox18	-0.036008855	2.821625193	0.765149444	0.877065007
Cnih4	-0.015217526	5.091903119	0.765155629	0.877065007
Cpsf4	0.02122021	3.138361841	0.765170003	0.877065007
Alx4	-0.044039941	1.449951631	0.765290896	0.877130283
Hmgn3	0.020861851	3.814601244	0.765373824	0.877152039
Arid3a	-0.027761646	2.589467928	0.765583727	0.877319297
Irgq	-0.010666289	7.851431983	0.765714858	0.877382305
Ulk1	-0.011630845	6.981310265	0.765766636	0.877382305
Pgls	0.015641922	4.100783264	0.765895978	0.877457206
Brms1l	-0.015551342	5.477349917	0.76649186	0.878066548
Aif1	0.034784361	1.452426041	0.766877575	0.878247372
BC048403	0.018874842	3.536480168	0.766964037	0.878247372
Zbtb2	-0.020602629	3.229664494	0.766971957	0.878247372
Tbc1d25	-0.016785726	4.067845181	0.767026711	0.878247372
Ccdc137	0.012901728	4.318718789	0.767043115	0.878247372
Spire2	-0.016015351	4.208469722	0.767093074	0.878247372
Gjb6	-0.015138037	5.744456141	0.767124438	0.878247372
Sec24b	-0.011221308	5.948988743	0.767209059	0.878247372
Ica1l	-0.014682219	4.899921811	0.767225943	0.878247372
2410004B18Rik	0.017265135	3.828221599	0.767580744	0.878580061
Orai1	0.024148643	2.853862862	0.767644676	0.878580061
Eif4ebp1	0.040491323	1.441002547	0.767770538	0.878650798
Rps6kc1	-0.010322125	6.768996647	0.76798218	0.878808638
Card10	-0.024078829	2.60270392	0.768042523	0.878808638
Fbxo6	0.013581417	4.09066412	0.76810066	0.878808638
Stard4	0.021403949	4.145608749	0.76817283	0.878817907
Rnf24	0.015197178	5.93351721	0.768393122	0.878934256
Zfp952	0.021866435	3.31729956	0.768427504	0.878934256
Rassf10	-0.040626165	1.324076146	0.768466759	0.878934256
Sar1b	-0.010474244	5.755058104	0.768553727	0.878960437
Tgds	0.037291608	1.746599157	0.768693156	0.879046605
Sdhc	0.011000813	6.541091842	0.768938118	0.879253431
Scrt1	-0.01156813	7.715471127	0.76902752	0.879260298
Nhej1	-0.038648867	1.037451527	0.769168268	0.879260298
Pds5a	0.014882345	5.210357055	0.769179659	0.879260298
Col6a4	-0.092271425	0.202575624	0.769200523	0.879260298
Dsel	-0.019897343	4.172897065	0.769545662	0.879581522
Prima1	-0.028806521	2.16051728	0.769804184	0.879803698
Hspa12a	0.013434655	7.797946332	0.770027125	0.879985176
Mzf1	0.019284836	2.998743225	0.770131859	0.880031549
Ccpg1os	-0.037651415	1.509159467	0.770292441	0.880141725
Hipk3	0.011511433	7.612991903	0.770391217	0.88018127
Sec22b	-0.010723042	5.841421659	0.770510984	0.880244788
Ankrd49	0.0368611	2.074539651	0.770693543	0.880380024
Mipep	-0.012294664	5.332230865	0.770908579	0.880552334
Taf4b	0.026098524	2.691553461	0.771065752	0.880658528
Gm16062	-0.058131684	0.22032865	0.771413984	0.8809829
Wtap	0.016353668	4.746187861	0.771753574	0.881264188
Tsen54	0.021926169	2.643809588	0.77178878	0.881264188
Krba1	-0.011474309	5.047392859	0.77192239	0.881283836
Bbof1	-0.064272221	0.095781426	0.771934482	0.881283836
Rap1gds1	-0.011214738	8.644956203	0.772118466	0.881420522
Angel2	-0.012850954	5.329367037	0.772222393	0.881465803
Rerg	0.018629586	3.872562571	0.772412473	0.881609411
Fhl1	-0.010565717	6.388788453	0.772573749	0.881644661
Srr	0.011620056	6.373007628	0.772611843	0.881644661
Pgam1	-0.012686261	6.501249664	0.77263618	0.881644661
Med13	0.014328777	6.955475485	0.7729874	0.881829298
Lime1	0.02151351	2.99293116	0.773007207	0.881829298
Tbc1d22b	0.012409975	6.078048337	0.773043351	0.881829298
Spg20	0.016749659	5.353981725	0.773055137	0.881829298
Atp13a3	0.015258743	6.204069018	0.773258617	0.881923842
Hars2	-0.013099684	4.253488947	0.773289338	0.881923842
Acacb	0.024233832	3.240270061	0.773330901	0.881923842
Rundc3a	-0.011782243	8.373157152	0.773522722	0.882069264
Pcbp1	-0.008988554	7.43763146	0.773716296	0.882216661
1810043H04Rik	0.024752724	2.871415864	0.773881044	0.882331168
Atp5f1	-0.009805419	7.488073281	0.774237136	0.882663797
Fam181b	0.015014392	4.317545043	0.774308709	0.882672032
Qrich1	-0.008749117	7.104555272	0.774434389	0.882691101
Bmf	0.0256494	2.517684489	0.774479282	0.882691101
Ric1	0.012879346	5.408163149	0.774518487	0.882691101
Pcdhga2	-0.018547026	3.97790862	0.774896081	0.883048064
Pigt	-0.012691018	6.712018838	0.775531603	0.883694201
Rsl24d1	-0.012430862	4.915265047	0.775591929	0.883694201
Tjap1	0.022326648	3.704703613	0.775729731	0.883704912
Ppp4r1	-0.011063656	4.983632506	0.775730177	0.883704912
Nucb2	-0.033708266	2.237685039	0.776180411	0.88394233
Dera	-0.035433323	1.015919296	0.776180725	0.88394233
Trpt1	0.0217042	2.896412114	0.776190917	0.88394233
Xrcc5	-0.021377399	3.801770559	0.776196352	0.88394233
Fyn	-0.009366792	6.86726505	0.776441919	0.884082363
Rad9a	-0.017241129	3.078570305	0.776448219	0.884082363
Tfr2	0.028386477	2.047717946	0.776888325	0.884510056
Acd	0.015231027	4.7251018	0.777061148	0.884633394
Slc4a4	-0.014298646	7.769670805	0.777127499	0.884635511
Smdt1	-0.016062198	5.698179649	0.777260972	0.884714028
Efcab5	-0.038933633	0.961476738	0.777476166	0.884885544
Nfxl1	0.021736631	2.973038878	0.777722686	0.88495666
9430083A17Rik	-0.029421666	2.149257602	0.77782721	0.88495666
Fbf1	-0.010157555	6.047119598	0.777907587	0.88495666
Rgl3	-0.039346013	1.305068151	0.777914725	0.88495666
Ccdc88a	0.019170638	5.68940015	0.777933207	0.88495666
Aatf	-0.018496991	3.143501818	0.778026954	0.88495666
Nacc1	0.011152197	7.219111698	0.77804204	0.88495666
Ttc4	-0.012674773	4.833044105	0.778116235	0.88495666
Fgd6	0.017785452	4.457056595	0.778119288	0.88495666
Mrpl30	0.013271466	5.405866507	0.778185049	0.884958076
Rasa4	0.028295308	1.81264071	0.778654619	0.88541867
Yipf1	-0.01440913	5.089690873	0.77898635	0.885699608
Gale	0.018285823	2.98531894	0.779147814	0.885699608
Unc93b1	-0.016520722	3.992500166	0.779152443	0.885699608
Zcchc10	-0.034318331	2.154604451	0.779173557	0.885699608
Usb1	-0.021114252	3.021435473	0.779283893	0.885699608
Oxsr1	-0.019466044	5.354566811	0.779289099	0.885699608
Rfk	0.014364739	5.645741591	0.779373206	0.885721812
Dph3	-0.012225553	5.24726744	0.779641519	0.885894012
Nudt13	-0.021991837	3.152881756	0.779796063	0.885894012
Usp40	-0.019145534	3.410224353	0.779810019	0.885894012
Tmem86a	-0.017941263	4.132138549	0.779860917	0.885894012
Lgi3	0.013019582	7.349945663	0.779923945	0.885894012
Tek	0.023064409	3.434655699	0.780040322	0.885894012
Dbn1	-0.014275182	7.875356143	0.780060988	0.885894012
Pus3	0.031376083	1.930715182	0.780066774	0.885894012
Ankle2	-0.013852561	5.435105388	0.78014025	0.885894012
Sowaha	0.016092529	6.117544475	0.780215201	0.885894012
Cactin	-0.011472379	4.883111352	0.78023515	0.885894012
Fam179a	-0.033185813	1.786833955	0.780434217	0.886046694
Med24	0.012524481	7.064266568	0.780659766	0.886176135
Hltf	-0.023572839	3.752058976	0.780677438	0.886176135
Acsl5	0.010783565	6.079246527	0.780892894	0.886345446
Galt	0.013884914	4.956646273	0.780980069	0.886345446
Cggbp1	0.016931282	6.010826558	0.781020442	0.886345446
Guk1	-0.013044894	6.259762641	0.781215922	0.886493945
Itpr2	-0.012489629	5.017061415	0.781375069	0.886565901
Tob2	-0.019158483	5.082421967	0.781468139	0.886565901
Zfp12	-0.01077415	5.292645398	0.781473231	0.886565901
Trappc8	-0.01324871	5.797805141	0.781724882	0.886755347
2810428I15Rik	-0.015354993	4.651756858	0.781769513	0.886755347
Kcnd3	0.012806585	6.532759462	0.782062322	0.886973457
Apmap	-0.012032338	5.879165263	0.782091125	0.886973457
Sepn1	-0.014030751	5.004024253	0.782180455	0.88700143
Carnmt1	-0.045215513	0.213222656	0.78234305	0.887112476
Ccdc103	0.026083872	1.682021237	0.782606799	0.887273994
Pak2	0.01545619	5.593739212	0.782614862	0.887273994
Parp16	0.031411075	1.688898497	0.782712305	0.887311132
Cyld	-0.012927305	7.253978197	0.782790787	0.887326769
Marveld1	-0.021354538	3.500831253	0.782967087	0.887410874
Fhit	0.033908242	1.275062684	0.783041529	0.887410874
Tmem161a	0.011417514	4.591598269	0.783067434	0.887410874
Fgfr2	-0.016242175	5.887520356	0.783123761	0.887410874
Aldh9a1	0.014489331	4.987665728	0.783319949	0.887502586
Hist2h2be	-0.022169568	3.283048046	0.783334097	0.887502586
Glt8d2	0.015899302	4.120607106	0.783509147	0.887606349
Spryd7	0.015754446	5.631382939	0.783570806	0.887606349
Slc50a1	-0.015894999	3.679063241	0.783619807	0.887606349
Mtmr11	-0.022029427	2.741163424	0.783954226	0.887830968
Cachd1	0.016238323	4.698181525	0.783978764	0.887830968
Cers5	0.011738783	5.365012074	0.784012285	0.887830968
Kcnh1	0.008735173	7.430455372	0.784125979	0.887886417
Clpb	0.010929598	5.741172607	0.784282132	0.88798993
Cnn2	-0.028110455	2.339937501	0.784740934	0.888370433
Ralb	0.011824639	4.416093722	0.784790785	0.888370433
Dmkn	0.0381664	1.546075641	0.784847418	0.888370433
Smg5	0.011078004	6.801795669	0.784930028	0.888370433
Nfs1	-0.011302619	5.428984408	0.784942017	0.888370433
Ncs1	-0.009568357	9.323945998	0.785035643	0.888403095
Ipcef1	0.016332364	6.208033275	0.785455411	0.888804808
Acvr1b	-0.008802224	7.336230703	0.785617985	0.888891928
Flrt1	-0.010231663	6.563554433	0.785662006	0.888891928
Cul4b	0.01859405	5.395743113	0.785729724	0.888895226
Zfp970	0.028318468	1.911900987	0.785847048	0.888954639
Schip1	0.019142823	3.092522658	0.786012726	0.889068736
Gpr182	-0.045605545	0.780425244	0.78621509	0.889224307
Lyrm1	-0.020903533	2.694665084	0.786296433	0.889242986
Uqcrb	-0.010519515	5.190518311	0.786463807	0.889302694
Emc8	0.010146171	5.943062017	0.786493068	0.889302694
Zfp830	-0.023078305	2.621032426	0.786543726	0.889302694
Rmnd1	0.017085059	3.351284842	0.786632012	0.889329211
Tuba1b	0.011158376	6.990671916	0.78670735	0.889341084
Hs3st5	-0.024251855	2.7536989	0.786914654	0.889502127
Scrn2	0.031614099	1.584521731	0.787221103	0.889763661
Ict1	-0.013036793	4.949595926	0.787319601	0.889763661
4930538K18Rik	0.034202714	0.745704745	0.787340623	0.889763661
Trim3	0.010199477	7.049058456	0.787724619	0.890108239
Mlst8	0.012809986	5.473473409	0.787786518	0.890108239
Nab2	0.016024563	5.634014607	0.787840208	0.890108239
Rpl36al	-0.01723791	3.329832394	0.788108935	0.890268449
Tssc4	-0.015192725	4.514210878	0.788111815	0.890268449
Kti12	-0.015747114	3.867753388	0.788312595	0.890421926
Ncoa3	-0.010157505	5.84843319	0.78868222	0.890766078
Rbm42	0.011496993	5.971094783	0.7887969	0.890822252
Rnf180	0.015256037	3.218436979	0.789120473	0.891078835
Copg1	0.008985177	8.710418847	0.789175669	0.891078835
Dctn2	0.009683318	7.705070093	0.789218981	0.891078835
Itsn1	0.010070691	7.82994064	0.789438454	0.891180244
Mgst1	0.024720956	2.832189516	0.789438736	0.891180244
Eea1	0.020373687	4.910346789	0.789666501	0.891327821
Sdf2	-0.011896921	5.375840736	0.789699424	0.891327821
Vipas39	0.010020551	5.93351353	0.790099776	0.891706321
Dnajc2	0.029436031	2.938748126	0.790267486	0.891783718
Hif1an	-0.011748152	6.414257061	0.790341924	0.891783718
Pi4kb	-0.009841179	6.542231888	0.790443698	0.891783718
Trim21	-0.03953687	1.010324974	0.790450886	0.891783718
Rpf2	0.023908102	2.564865013	0.790493419	0.891783718
Thada	-0.010624045	5.099606402	0.790641576	0.891877508
Rbpms2	-0.038096188	1.102966833	0.790790141	0.891971742
Lgals3bp	-0.015108632	4.209988356	0.79088631	0.892006866
Uaca	-0.027926125	2.244758412	0.790972711	0.892030969
Sh3bp5	-0.010176337	5.638497108	0.791187148	0.892163967
Rsg1	0.049292791	0.24900102	0.791220723	0.892163967
Ung	-0.039201841	1.099011525	0.791336228	0.892220865
Tbpl1	-0.013553225	5.842253804	0.791508024	0.892276475
N4bp2	-0.022556335	2.573524162	0.791574124	0.892276475
Cox18	0.016361528	3.31184181	0.791612198	0.892276475
Bbip1	-0.017593147	3.915598289	0.791645746	0.892276475
Tapt1	-0.011081596	5.880609312	0.791873006	0.89245929
Pik3r3	-0.013407926	5.454643408	0.792038529	0.892479538
Sgtb	0.011329119	6.420823113	0.792069058	0.892479538
Hgh1	0.022017955	3.408483124	0.792086163	0.892479538
Clk2	-0.019993905	2.301071922	0.792214046	0.892550314
Cx3cl1	0.012203543	9.878523803	0.792311184	0.89257307
1110032A03Rik	-0.012368644	4.405785945	0.792402634	0.89257307
Xaf1	-0.037171282	1.106453123	0.792429456	0.89257307
Prorsd1	0.041790296	1.004402042	0.792683585	0.892786004
Saraf	0.00879564	8.232580027	0.79288245	0.892921346
Gck	-0.0678982	0.454435549	0.792933944	0.892921346
Cep128	-0.028976676	2.073865023	0.793102922	0.893038317
4921524J17Rik	0.034580906	1.958800082	0.793208892	0.893084329
Cnppd1	0.013700661	4.823689181	0.793395234	0.893182833
Rnf146	0.014053887	5.330165557	0.793453361	0.893182833
Nudt18	0.013815941	5.309151831	0.793491725	0.893182833
Slc32a1	0.009764945	7.623479637	0.793787588	0.893348752
Il6ra	0.029257732	2.284753184	0.793860464	0.893348752
Chn1	0.007256716	9.944251309	0.793891933	0.893348752
Bok	-0.015169898	5.536859284	0.793899634	0.893348752
Nop9	-0.015412896	4.124106007	0.794015554	0.893405902
Pan3	-0.010170583	5.538706044	0.794122818	0.893453305
Oxsm	-0.016510599	2.937415198	0.794331211	0.893598739
2700094K13Rik	0.01264661	3.538123852	0.794382374	0.893598739
Atp5j2	0.013768618	5.667403489	0.794558137	0.893669773
Prelid1	0.011215498	6.40208645	0.794601755	0.893669773
Prkar1a	0.012241699	9.410066348	0.794640972	0.893669773
D2hgdh	0.01373854	3.703848924	0.794888128	0.893833215
Nthl1	-0.045355376	0.4322435	0.794916628	0.893833215
Mtmr14	0.013992389	4.033003926	0.795165869	0.894040182
D930048N14Rik	0.036509524	0.910997524	0.795301156	0.894119004
Pdcd2l	0.013993954	3.865512409	0.795626072	0.894367889
Gadd45g	-0.023802609	3.369342844	0.795652938	0.894367889
Otx2	-0.044668046	1.606354493	0.796202572	0.89491238
Fermt2	0.01248057	5.797831454	0.796334307	0.894947567
Ddx42	0.012105312	5.879981477	0.796412306	0.894947567
Tmem180	-0.013047223	4.692459618	0.796431427	0.894947567
Rmdn2	0.020401449	2.863371247	0.796494853	0.894947567
Sema5b	-0.013063329	5.077800958	0.796749699	0.895160588
Zeb2os	-0.033668949	1.560046621	0.796966385	0.895212089
Scarb1	0.014983072	4.652571223	0.796978552	0.895212089
Calcoco1	-0.010763031	5.954014409	0.796991327	0.895212089
Stac	-0.031036953	1.468952413	0.79718862	0.895297151
Pfkfb4	0.014208115	3.731074938	0.797197595	0.895297151
Rgs22	0.038910214	0.754128257	0.797494928	0.895557751
Apbb3	0.011661026	5.172981534	0.797589506	0.89559064
Hacl1	-0.0215644	2.602109065	0.797736312	0.895682163
Ddb2	0.024531916	2.197912328	0.797831715	0.895715963
Hist1h2ae	-0.035503991	1.048565495	0.797934806	0.895758387
Thoc1	0.019264018	2.867486599	0.798073248	0.895840487
Echs1	0.011715332	5.674887808	0.798204612	0.895888967
Rai14	-0.016748505	3.265194849	0.798247063	0.895888967
Katnb1	-0.010360821	5.729670549	0.798407759	0.895995208
C330018D20Rik	-0.021004863	2.791035962	0.798525505	0.895995208
E130311K13Rik	0.028363069	1.871844146	0.798574683	0.895995208
Ube2g2	-0.011694922	5.740812801	0.798607097	0.895995208
Dnali1	-0.048090094	0.282191812	0.798668325	0.895995208
Rit2	0.013028155	6.310998786	0.798808983	0.896079721
Slitrk4	0.012495384	5.188812897	0.798881192	0.896087441
Gatsl2	0.010094873	7.421687218	0.799121262	0.896203748
Adgrb2	0.010937198	9.488072783	0.799141869	0.896203748
Kmt2c	0.009907399	7.156653911	0.799180889	0.896203748
Fam122a	-0.020348379	3.40128912	0.799716408	0.896730971
Eif2s1	-0.018451243	4.639616657	0.799893569	0.896795657
Cbx8	0.014506309	3.316880659	0.799979294	0.896795657
Gm7120	-0.046491251	3.694305843	0.800070687	0.896795657
Coq2	-0.011210239	6.199143875	0.800102192	0.896795657
Atp6v0b	0.010736842	7.516534678	0.800154035	0.896795657
Glis2	-0.01187192	3.751879181	0.800166366	0.896795657
Wdr89	0.03854667	0.90379908	0.800255107	0.896821838
Ndufc1	-0.011006009	5.558349497	0.800390152	0.896834701
Polr3d	-0.013015176	3.781994886	0.800397348	0.896834701
Tsfm	0.012058455	4.096645849	0.801172168	0.897629553
Car14	-0.017148432	3.433217449	0.801303397	0.897685702
Trabd	-0.01455425	4.100345171	0.801457217	0.897685702
Slc35b2	-0.012174897	4.957815984	0.801461004	0.897685702
Zkscan5	0.014498065	4.210501867	0.801484056	0.897685702
Lrp5	-0.015517304	4.257463033	0.802048621	0.898244687
Ppp2r3d	-0.015589991	3.038304334	0.802305083	0.898458554
Iqcb1	-0.020954251	3.447415979	0.802443497	0.8985402
Gtf3c6	-0.022042081	2.452255696	0.802670779	0.898678432
Blzf1	0.022883625	3.39846558	0.802707527	0.898678432
Avpi1	0.015157273	3.878083832	0.802763492	0.898678432
Anapc16	0.010132287	5.502869704	0.80299827	0.898867902
Lin28b	0.028174524	1.292593819	0.80315485	0.898969814
Gk5	0.032767573	1.262986303	0.803413883	0.899186376
Sall1	0.020237331	4.811099445	0.803524375	0.899236669
Zswim8	0.009357072	7.586664264	0.803620278	0.899252104
Ttc9c	0.014833451	4.817930317	0.803669282	0.899252104
Snf8	0.01177818	5.333711337	0.804205135	0.899711494
Mrpl45	0.012526153	4.948853101	0.804211024	0.899711494
Sf3a1	-0.009313209	6.578183356	0.804312143	0.899751237
Mdm2	-0.014909258	4.849708616	0.804677037	0.900085252
Scmh1	-0.010936354	5.781275649	0.804741965	0.900085252
Ubqln2	0.009299098	8.028550431	0.805093814	0.900405369
Ccdc6	0.010521219	6.356159948	0.805597486	0.900895216
Qsox1	0.011174763	4.908721291	0.805830751	0.901082612
Myl9	0.025970281	2.73391597	0.805899665	0.901086217
Loxl3	0.022862304	2.237525996	0.806048181	0.901178817
Tmem256	-0.014580172	4.671766113	0.806529014	0.901642908
Surf2	-0.014931887	3.697041571	0.806625138	0.901668094
Emc10	-0.011369798	7.608355903	0.806736567	0.901668094
Taok1	0.014697286	8.028515417	0.806748743	0.901668094
Rala	-0.019655867	4.93734296	0.806841143	0.901682098
1110065P20Rik	0.013081358	4.792949128	0.806892743	0.901682098
0610011F06Rik	-0.011299398	3.979649237	0.807253338	0.90201157
Ccno	-0.041010264	1.084671585	0.807353332	0.902049822
Tysnd1	0.012444571	4.803518265	0.807628246	0.902216348
Ttc19	0.012152719	6.117316384	0.807692784	0.902216348
Gtpbp3	-0.0104757	4.665013364	0.807699698	0.902216348
Zfp850	0.025345962	2.296423551	0.807829033	0.902287342
Pcp4	0.010334744	6.596760183	0.808262256	0.902697717
Cyth2	-0.010450512	6.178736557	0.808505276	0.902895617
Mrpl39	-0.015452527	3.770650416	0.808739043	0.903083153
Gdap1l1	0.010338592	5.98589083	0.808833578	0.903115197
L3hypdh	0.043585671	0.991873938	0.80895883	0.903179876
Pias4	-0.011113532	4.157609279	0.809023193	0.903179876
Senp3	0.009773771	6.204058148	0.809300694	0.903416148
Purg	0.014755217	4.004415923	0.809434728	0.903492242
Psmd12	0.01242005	5.427980247	0.809918198	0.90387385
Prrx1	0.025411332	2.41771969	0.809960926	0.90387385
Impa2	-0.024472036	1.831188792	0.809974292	0.90387385
Pomgnt2	0.010431089	5.534016647	0.810548646	0.904441208
Arid5a	0.017848015	3.687555265	0.810824923	0.904675896
Rorc	0.040916519	0.971583875	0.81116569	0.904982495
Fen1	0.012601767	3.843429644	0.811435962	0.905169936
Clcn4	-0.009860947	7.48132048	0.811465678	0.905169936
Nop10	0.012810782	4.918878456	0.811627847	0.905277213
Sssca1	0.013941315	4.220612523	0.811831113	0.905317993
Trip11	0.017844496	4.57552793	0.811835731	0.905317993
Mei1	-0.029579011	1.795675049	0.811862407	0.905317993
4930563E22Rik	0.037661397	0.400289905	0.812136257	0.905549751
Ppme1	-0.00883416	8.106047916	0.812353504	0.9056136
Scube2	0.039551466	0.648742355	0.812389993	0.9056136
B3galnt2	0.022390047	3.015978267	0.812511981	0.9056136
Med6	0.01467516	3.316758887	0.812559736	0.9056136
Arhgap12	-0.012629891	5.150612974	0.812665256	0.9056136
Klhl26	0.010609246	6.351158592	0.81271985	0.9056136
Pcdhb20	-0.016476453	3.564494908	0.81272021	0.9056136
Msantd2	0.028162518	1.670637563	0.81272169	0.9056136
Ing5	0.011675515	4.375848574	0.813072406	0.905890608
Lpcat2	0.01628541	3.85544539	0.813102366	0.905890608
Ndufa3	0.011104306	5.799666422	0.813411722	0.906161666
Spata5	-0.015110717	3.661126802	0.813511201	0.906181192
Cldn12	0.009820984	5.932553828	0.813561375	0.906181192
Cnot1	-0.008641932	7.312002779	0.814082531	0.906688055
Polr2l	-0.016684146	2.927748664	0.814181845	0.90670691
Arl4d	0.020051379	4.673175897	0.814231663	0.90670691
Plekha4	0.041112162	0.544618722	0.814337452	0.906751102
Egfr	-0.012302492	4.449390492	0.814495854	0.906853866
Ddx27	-0.012610627	4.087855382	0.814634358	0.906934461
Jazf1	0.013521024	4.49875714	0.81477603	0.906940918
Srsf9	0.010481797	4.947692503	0.814833968	0.906940918
Exd2	0.007785976	6.01650976	0.814857563	0.906940918
Higd1a	-0.010160235	5.303804604	0.81490463	0.906940918
Plscr3	0.013041236	3.331513203	0.815179758	0.907165578
Sstr4	-0.012394644	4.363727997	0.815277493	0.907165578
Mrps6	0.013424975	4.297303952	0.815304896	0.907165578
L3mbtl3	0.011901162	4.59992386	0.815442675	0.907245289
Tm2d2	-0.010564029	6.013402408	0.815591108	0.907336839
9630013A20Rik	0.044397893	0.783097834	0.815769289	0.907422853
Edrf1	0.013855291	4.329884997	0.815800731	0.907422853
Tmem237	0.013446389	4.064204856	0.815952147	0.907517685
Zic1	0.032844815	4.838611828	0.816462724	0.908011933
Epm2a	-0.015894827	3.814713252	0.816613524	0.908106016
Ift46	-0.011359123	5.164625814	0.816749444	0.908174731
Ccdc138	0.029286125	0.541366014	0.816807732	0.908174731
Riiad1	0.039664445	0.33436055	0.816896644	0.908199972
Pank2	0.007952553	5.703820532	0.817029294	0.908242408
Tnrc6b	-0.011191517	7.277430952	0.817067239	0.908242408
Lars2	-0.029745114	5.817466062	0.817421341	0.908489357
