Gene	logFC	logCPM	PValue	FDR
Cep250	0.031926206	4.112206573	0.64264539	0.835978845
Adora2b	-0.042183913	1.267343134	0.642740854	0.836025856
Pak2	-0.018443151	5.761799135	0.642872923	0.836062116
Epm2aip1	0.037172031	6.586975478	0.642940888	0.836062116
Ntpcr	-0.033940548	3.244475233	0.642946718	0.836062116
Murc	0.040709223	2.450042334	0.643065473	0.836114729
Tia1	-0.020485944	7.701591211	0.64324516	0.836114729
Nop58	-0.022235236	5.680769996	0.643250798	0.836114729
Lrp1	-0.021071647	8.303061473	0.643265387	0.836114729
AU041133	0.031194673	4.524783486	0.643283841	0.836114729
Smad2	0.020521944	6.194982664	0.643605694	0.836249726
Papss1	-0.017875874	6.10813911	0.643744346	0.836249726
Prex1	-0.021051138	6.806310879	0.643867317	0.836249726
Dleu2	-0.021438575	7.472124426	0.64394339	0.836249726
Ttll6	0.070962029	0.407446959	0.643946095	0.836249726
Rnf181	-0.0303944	3.497279533	0.64403331	0.836249726
Ccdc51	-0.035376336	2.049391514	0.644064722	0.836249726
Tns2	-0.039016835	3.626717846	0.644145363	0.836249726
Vkorc1l1	0.017964485	5.842419854	0.644244376	0.836249726
Snrnp40	0.028890102	4.741254387	0.644276491	0.836249726
Ddx19b	-0.026992244	4.730598274	0.644294948	0.836249726
Kif7	0.063918668	0.967235407	0.644306712	0.836249726
Osbpl10	-0.030628501	5.972202026	0.644374712	0.836249726
Cyb561a3	-0.027685952	3.119293638	0.644445087	0.836249726
Wipi2	-0.016658583	5.987653197	0.644485742	0.836249726
Cir1	-0.022589943	4.984153638	0.644536864	0.836249726
Pex19	-0.022733485	4.599977259	0.644627813	0.836249726
Endov	0.031620788	4.621074231	0.644655665	0.836249726
Adam17	-0.020006852	5.281075437	0.644656841	0.836249726
Ap2a1	0.023493333	6.285987881	0.644727049	0.836249726
Plcxd1	-0.049566969	1.89672064	0.64473963	0.836249726
Snip1	-0.033767347	3.003761122	0.64476467	0.836249726
Fuca2	0.026631536	3.882663323	0.644832141	0.836249726
Josd1	-0.023259891	4.852436855	0.644894081	0.836249726
Wdr48	0.016770861	5.926259718	0.644904503	0.836249726
Ggta1	0.036206152	3.098310673	0.644957144	0.836249726
Nck2	0.026837291	7.027030716	0.64508208	0.836249726
Zfp212	0.025426343	3.899570035	0.645102419	0.836249726
Armc10	0.025676452	3.864070778	0.645160334	0.836249726
Spast	0.018743587	6.463180217	0.645207232	0.836249726
Anxa9	-0.081261176	0.268667367	0.645227312	0.836249726
Abl1	-0.020952309	6.59992707	0.645474198	0.836392999
Phkg1	-0.027352755	3.715833403	0.645536099	0.836392999
Tbrg4	0.024394133	4.251563197	0.645579663	0.836392999
Ifnar1	-0.023315785	5.748684065	0.645603542	0.836392999
Fam133b	0.018507674	5.507952626	0.645634619	0.836392999
ND1	-0.075010786	5.415658277	0.645778034	0.836461714
Bloc1s3	-0.046771365	1.246981144	0.645806376	0.836461714
Slc38a6	0.020655545	6.094138825	0.645872534	0.836470523
Zfp954	-0.037268915	2.948607081	0.645945307	0.836487895
Wrap73	-0.027969461	3.159426141	0.6461425	0.836617066
Ube2e1	0.019029383	5.481635678	0.646274909	0.836617066
Ap3m1	0.021499166	5.874086593	0.646289739	0.836617066
Ddah2	-0.071705258	0.392916856	0.646406181	0.836617066
Marveld1	-0.039011144	2.921532257	0.64647912	0.836617066
Dlst	-0.018891585	6.076158477	0.646489364	0.836617066
Ssna1	0.037920807	2.431113165	0.646580913	0.836617066
Smn1	0.026829707	3.5860737	0.646639824	0.836617066
Dcaf15	-0.048960276	2.79793639	0.646782395	0.836617066
Dock6	0.041726112	4.320136978	0.646805885	0.836617066
Peli1	-0.025220055	7.522628561	0.646875034	0.836617066
Prkar2b	0.018424634	6.724927504	0.646903842	0.836617066
Btd	-0.029953696	2.865808242	0.646914678	0.836617066
Pus1	0.045110203	1.896082225	0.64693748	0.836617066
Cntnap1	0.034230119	5.962232423	0.647003042	0.836617066
Ndufv3	0.030599526	4.250809249	0.647094359	0.836617066
Emx2	-0.047345971	1.216355175	0.647154953	0.836617066
Itga3	0.037741248	3.631876418	0.647163748	0.836617066
Slc25a14	-0.022747031	5.858827464	0.647173051	0.836617066
Dnajc18	-0.021137558	6.016379074	0.647568933	0.837052046
Sfi1	-0.036835136	4.934361137	0.648058482	0.837469794
Snrpf	-0.032522287	3.95988427	0.648102571	0.837469794
Mfsd7c	-0.067914686	2.513513688	0.648255007	0.837469794
Ctdnep1	0.023603795	4.160613374	0.648263381	0.837469794
U2af1l4	0.052787163	2.491916933	0.648292609	0.837469794
Tnxb	-0.045801917	2.343121791	0.648390166	0.837469794
Pkia	0.030901945	7.522140738	0.64844216	0.837469794
Rbck1	-0.025261872	5.286930699	0.648447927	0.837469794
Pop7	0.066011338	0.784988383	0.648453603	0.837469794
E030003E18Rik	-0.074708117	2.553801851	0.648486403	0.837469794
Gnpnat1	-0.023558824	4.256620536	0.648597942	0.837537083
Mrpl49	0.028768168	2.621353969	0.648750319	0.837657091
1700013F07Rik	0.062189947	0.427797752	0.648851927	0.83771153
Nup188	-0.019797616	5.186606863	0.648947188	0.837757766
4732491K20Rik	0.030670743	2.845605412	0.649018188	0.837772677
Cdc23	0.021343422	5.30961385	0.649517852	0.838340097
Arhgap12	0.023470834	6.722653673	0.649576747	0.838340097
Zfp865	-0.034224197	5.170990039	0.649698865	0.838420916
Tgfbrap1	0.019038899	6.113376031	0.64982349	0.838495574
Lcor	0.023345194	4.681534096	0.649875721	0.838495574
Tmem144	-0.036872949	2.829716438	0.650043205	0.838563556
4632427E13Rik	0.037269161	3.077211243	0.650047423	0.838563556
Mcmbp	0.01874129	5.639011611	0.650375599	0.83875882
Fam149a	-0.032307727	3.773820796	0.650405494	0.83875882
Ephx2	0.02601874	3.567819179	0.650440621	0.83875882
Ybey	0.037893227	2.197416591	0.650492583	0.83875882
Ppp2r3c	-0.021479884	4.33822289	0.650552916	0.83875882
Depdc5	-0.019328947	6.746077042	0.650555911	0.83875882
Tuba1a	-0.044001304	5.732224469	0.65082861	0.838957245
Foxn3	0.020827199	7.127349869	0.650828882	0.838957245
Rsl1d1	-0.021166656	4.667618187	0.651051452	0.839167389
9330182L06Rik	0.021241306	7.000227488	0.651224501	0.839267758
Zfp414	0.039042421	2.760846343	0.65133703	0.839267758
Tmem67	-0.022847142	5.509876526	0.65135904	0.839267758
Tmem63c	-0.022668263	6.168936795	0.6514039	0.839267758
C2cd2l	-0.021466007	5.4562494	0.651427103	0.839267758
Tubb4b	-0.036813087	4.55890539	0.651521364	0.839269033
Nudcd1	0.02086662	5.692855574	0.651547205	0.839269033
Ccar1	-0.020240796	6.828183911	0.651740878	0.839416238
Cyp4f13	-0.031231411	4.063626351	0.651780619	0.839416238
Chpf2	-0.020459394	5.568128907	0.652003293	0.839590224
Strada	0.032392529	5.528006563	0.652034872	0.839590224
Nup35	-0.02724121	4.282848307	0.652317587	0.839877518
Zbtb41	0.034997241	5.778595678	0.652384065	0.839882586
C1ql2	0.069536621	0.942498391	0.652440723	0.839882586
A230046K03Rik	0.022533604	6.775176673	0.652528386	0.839918708
Dlc1	0.022980864	7.638740833	0.652720024	0.840088645
Pdss2	-0.021632077	6.721214725	0.652895744	0.840175081
Rps10	-0.030659821	3.302629298	0.652911755	0.840175081
Tbx15	0.044817803	2.624049127	0.653004073	0.840175081
U2af1	-0.026857255	5.45338535	0.653025664	0.840175081
Adat2	0.037900896	2.455472991	0.653105221	0.840195585
Ninj1	-0.036069141	2.588988716	0.653160846	0.840195585
Prmt5	0.026501839	3.65336301	0.653265026	0.840252897
Mettl6	-0.028785005	4.455875044	0.653375893	0.840267381
Srsf3	0.018044613	6.201385971	0.653395541	0.840267381
1600029O15Rik	0.066998967	0.663785524	0.653564071	0.840407418
Mvd	-0.039401777	2.320886869	0.653786579	0.840616832
Dpp6	-0.038822778	9.602987033	0.653891635	0.840675205
Hagh	0.024214254	4.187891267	0.653966558	0.84069483
Sf3a1	-0.020253543	5.316134673	0.654355422	0.841092622
Gpatch1	-0.021160477	4.906426736	0.654544434	0.841092622
Mlc1	0.046776848	5.158371951	0.654576697	0.841092622
Sirpa	-0.021024041	7.665792692	0.654600205	0.841092622
Mns1	0.061210727	0.927569996	0.654656619	0.841092622
Ndufa8	0.021289945	4.421789386	0.654665235	0.841092622
Mutyh	0.054578454	0.797637156	0.654693796	0.841092622
Acad9	0.020372564	5.043033374	0.654800576	0.84115312
Zfp879	0.042109821	1.73115192	0.654947197	0.841208318
Ltv1	-0.03493991	3.279728166	0.654962934	0.841208318
Frg1	0.019467579	4.930336758	0.655026174	0.841212873
Lpcat1	-0.025355294	5.712898	0.655088707	0.841216518
Tsc22d3	0.048807822	5.464567795	0.655161029	0.84123273
Rps27l	-0.06148309	1.600020684	0.655353246	0.841347912
Nme3	-0.044803405	1.776960301	0.655370141	0.841347912
Swsap1	0.046797961	1.336346714	0.655565716	0.841522324
Rubcn	-0.018534515	6.16103733	0.655719105	0.841608285
Dhx35	0.023608929	5.366129758	0.655752126	0.841608285
1700021F05Rik	-0.03305051	4.072510232	0.65587564	0.841615749
Fnbp4	0.02402994	6.328546773	0.655881583	0.841615749
Scube2	-0.049917734	2.045121586	0.655937112	0.841615749
Spag17	0.061919285	3.185238648	0.656150852	0.841763283
Hint1	0.029190458	3.963355674	0.656171563	0.841763283
Cherp	-0.025125805	4.385319506	0.65630706	0.841860467
Usp37	-0.017117418	6.331716018	0.656732433	0.842198126
Gabrb2	0.03609295	8.863452558	0.656746763	0.842198126
Kcnma1	0.03390712	10.19156172	0.656809492	0.842198126
Ppdpf	0.039558697	1.752098698	0.656815346	0.842198126
Herpud2	-0.018743988	6.504367295	0.656895465	0.842198126
Sfxn4	0.023273287	5.041753275	0.656928882	0.842198126
Eci1	0.035533664	2.798548736	0.657283755	0.842425932
Chst15	-0.01972777	5.992932473	0.657326764	0.842425932
Srsf10	0.02522849	6.507195007	0.657371337	0.842425932
Prr5	0.041142927	3.150499093	0.657422216	0.842425932
Rundc3b	-0.022702692	6.719140036	0.657431369	0.842425932
Ensa	-0.023139497	6.242027646	0.657465257	0.842425932
Orai3	-0.030019134	2.728608876	0.657832431	0.842695413
Slc25a20	-0.033222224	2.870183538	0.657859038	0.842695413
Ltbp4	-0.037416962	5.384475804	0.657892453	0.842695413
Cox14	0.03147842	3.288677459	0.657950042	0.842695413
Ap5b1	-0.040982823	1.894583519	0.657994296	0.842695413
R3hdm2	0.022028501	7.867991637	0.658055034	0.842695413
3010001F23Rik	0.027819568	4.252964306	0.658094168	0.842695413
Immp1l	0.019218804	5.741680743	0.65849348	0.843130122
Rps6	0.037801508	3.093425907	0.658853115	0.843513751
Manba	0.020638809	4.708645032	0.658912813	0.843513751
2410015M20Rik	0.039639547	2.253498843	0.659077041	0.843647348
Slc45a4	0.02150002	5.327978479	0.659138671	0.843649605
Rap2a	-0.020345742	5.850751444	0.659299622	0.843716376
Abcc1	0.020425346	6.030490491	0.659317252	0.843716376
Slx4ip	-0.0195859	6.09030999	0.659370455	0.843716376
Hscb	0.040181248	1.875329112	0.659547178	0.84383812
Bbs1	-0.023864046	4.674766571	0.65958536	0.84383812
Rab11fip1	-0.061665705	2.724006067	0.659680053	0.84384464
Rsg1	-0.059183033	0.824946544	0.659747993	0.84384464
Arhgef10	-0.021758905	5.775226159	0.6597701	0.84384464
Dph7	0.025503643	3.918552921	0.659951079	0.843898491
Supt4a	-0.033081462	3.127504431	0.659972088	0.843898491
Tmem120a	-0.032204362	2.479783525	0.659991858	0.843898491
Dock3	0.020264221	9.546816161	0.660185862	0.844069966
Chmp7	0.022838659	4.755969249	0.660383159	0.844245621
Cmc4	-0.030883387	3.587638762	0.660749957	0.844584682
Gjb1	-0.065571674	0.775964115	0.6608052	0.844584682
Tug1	0.034184811	6.389707002	0.660892593	0.844584682
Hdhd3	-0.036889368	1.670230748	0.661007107	0.844584682
Ccdc84	-0.029002783	3.280678041	0.661030069	0.844584682
Fam192a	-0.022270699	5.058808144	0.661053897	0.844584682
Ndufa13	-0.035521907	3.86998917	0.661067914	0.844584682
Kctd9	-0.02089888	4.745254841	0.661191889	0.844603635
Ddx10	-0.021550523	6.733822224	0.661211862	0.844603635
Smim3	-0.040566527	3.072492447	0.661262553	0.844603635
Klc1	0.024118519	7.756266577	0.661711713	0.84509084
Zfp319	-0.025404069	3.772352671	0.661796998	0.84509084
Srsf4	0.023215089	6.495316659	0.661863603	0.84509084
Enpp2	0.031639858	7.707200141	0.661883878	0.84509084
Sra1	0.032888779	2.650783683	0.66221771	0.845328617
Lncppara	0.035464501	4.20508977	0.662235736	0.845328617
Mtdh	0.019341762	7.114897906	0.662260746	0.845328617
Apc2	-0.023305681	6.034737101	0.662310052	0.845328617
Psmd12	0.019335197	4.895216203	0.662473022	0.845425827
Tmem256	0.04351191	1.737121211	0.662506203	0.845425827
A630020A06	-0.07905304	0.252090217	0.662710354	0.845609771
Gria3	0.02956744	9.515790673	0.663176801	0.846128337
Cryzl1	0.015323061	6.353435413	0.663272703	0.846169607
Alkbh1	-0.022978717	4.856927712	0.66332924	0.846169607
Ticam1	-0.041517724	2.07793247	0.663518289	0.846188481
Gpr161	0.023596475	3.960422949	0.663542417	0.846188481
Ppp2r5e	-0.019066995	7.628943714	0.663601529	0.846188481
Homez	-0.030295096	3.34800477	0.663636694	0.846188481
Col4a3	0.066486907	0.826363051	0.663675854	0.846188481
Rnps1	0.025489469	5.068519731	0.663757258	0.846188481
Cnot9	0.017172832	5.277492859	0.663764368	0.846188481
Chtf8	0.019660074	4.876705435	0.663928252	0.846320844
Trp53rka	0.03584061	2.279107035	0.66421338	0.84660772
Kcnip4	0.057932168	12.47356393	0.664504994	0.846902811
Znhit6	0.020816325	4.86449058	0.66457257	0.84691234
Zfp472	0.026326104	3.126628822	0.664644847	0.846927858
Vac14	-0.025290394	5.805294021	0.664768285	0.84700856
Cdk12	-0.018964725	6.700094257	0.664966833	0.847120893
Dram2	0.022492968	5.172645201	0.664976676	0.847120893
1810024B03Rik	0.043719473	1.562917645	0.665217995	0.847351712
Gbp9	0.058634907	1.943536565	0.665456077	0.847498289
Stk11	-0.0207242	4.801365452	0.665486978	0.847498289
Slain2	-0.020327984	6.300422861	0.66556115	0.847498289
Tmem127	-0.019395395	5.599484869	0.665604901	0.847498289
AU022751	0.065204368	0.222018743	0.665633769	0.847498289
Alpk1	0.030667517	3.41180227	0.66579489	0.847626849
Hacd3	0.018029402	6.808522693	0.665885438	0.847665546
Pnpla2	0.044490517	2.68756032	0.666011335	0.847748122
Pmepa1	0.023541804	6.217607282	0.666070622	0.847748122
Eif3l	0.018183587	4.870036818	0.666189681	0.847823082
Vsig2	0.057783647	0.945096468	0.66627925	0.847860501
Car7	-0.046903565	4.678666943	0.666538898	0.847871035
Fam3a	-0.026810868	3.425903785	0.666544559	0.847871035
Dido1	0.017407241	7.273344129	0.666641722	0.847871035
Pih1d1	-0.031580193	2.314937979	0.66670782	0.847871035
Zfp532	-0.024386516	7.485399286	0.666708434	0.847871035
Tarbp2	0.034766389	2.663770864	0.666745645	0.847871035
Vps37b	0.031826012	4.969838847	0.666856254	0.847871035
Capza2	0.023044748	6.959440958	0.66686322	0.847871035
Tmem47	0.055875671	5.912244025	0.666864971	0.847871035
Dvl2	-0.031073434	3.469075219	0.666889196	0.847871035
Cyfip1	-0.016717636	7.247396885	0.667008262	0.847903463
Trim71	-0.043881017	2.238260752	0.667035041	0.847903463
Zdhhc18	0.034702371	5.081798083	0.667106524	0.847917844
Abce1	0.021882997	6.249362134	0.66727807	0.848059395
Slc52a3	-0.076919361	1.18921733	0.667396288	0.848133149
Atp6ap1l	-0.042608787	3.791534811	0.667513038	0.848183509
Gemin6	-0.060649394	0.490604721	0.667581305	0.848183509
Hist4h4	0.100608138	0.695531676	0.667616483	0.848183509
Hace1	-0.020119285	7.797886459	0.667789917	0.848327369
Epha5	0.041311908	9.34291274	0.668162747	0.848724485
Otx2	-0.066432484	0.713175982	0.668243883	0.848751041
Mgat2	0.049125964	3.181348131	0.668440635	0.848924426
Dpp3	-0.027034776	3.910315774	0.668593799	0.849042427
Fbxl18	0.026218896	4.652201509	0.668698982	0.849099483
Agbl3	-0.029659261	3.887231161	0.669092264	0.849312814
Hgs	0.026957455	4.276052162	0.669127358	0.849312814
Itgb1bp2	0.057651343	0.556030984	0.669172164	0.849312814
Zfp566	-0.032316104	2.653214299	0.66926159	0.849312814
Cpeb1	-0.018674754	6.901821464	0.669304914	0.849312814
Tspan33	0.03133789	4.374925491	0.66931815	0.849312814
Tmem14c	-0.029259184	3.471484807	0.669342542	0.849312814
Chst1	-0.026536964	6.790878245	0.669349142	0.849312814
Ier3ip1	-0.023638982	4.115542417	0.669680615	0.849656903
Hbp1	0.021287045	5.935391646	0.669798187	0.849729569
Mmp2	-0.072900137	0.311351106	0.670015681	0.849928975
Dnaja4	0.019717047	5.172998956	0.670503977	0.850404058
Chst9	-0.042557271	4.373326131	0.670543798	0.850404058
Thap6	0.053768681	1.241249742	0.670590271	0.850404058
Zfp932	-0.020646191	4.85504785	0.670705742	0.850404058
Romo1	-0.049103446	1.735687794	0.670807398	0.850404058
Csad	-0.025117482	3.370689421	0.670831638	0.850404058
Ndufb6	-0.026434936	4.177390419	0.670846687	0.850404058
Pqlc1	-0.025451462	4.181925491	0.670872971	0.850404058
Pfkfb2	-0.018219021	6.179360506	0.671008206	0.850463477
2810032G03Rik	0.052742142	1.107443031	0.671040548	0.850463477
P2ry14	0.062509884	1.690701167	0.671212337	0.8506047
Pex14	0.020387895	5.616191431	0.671339155	0.850688911
Bbox1	0.08559663	2.237113104	0.671491662	0.850805655
Nme7	-0.020885669	6.154128389	0.671758201	0.850889648
Ric8a	0.028065508	4.092628696	0.671783636	0.850889648
Ndufs5	-0.034331264	2.837952713	0.671783822	0.850889648
Ankub1	0.052801134	2.404513294	0.671799477	0.850889648
Sim1	0.148804298	0.37114186	0.67187425	0.850907876
Gtf3a	0.02719551	2.992996979	0.672186915	0.851195004
Mfsd5	0.041135699	2.64477218	0.672221771	0.851195004
Srp68	0.019085551	4.99119175	0.672318235	0.85121687
Lsm3	-0.032986116	2.757973918	0.672506732	0.85121687
Mrps2	0.027869254	3.070313024	0.672562866	0.85121687
Sytl2	0.025400865	6.105902477	0.672599316	0.85121687
Smarcd3	-0.027014451	3.840523185	0.672646772	0.85121687
Ppp4r1	0.022283318	6.695300861	0.672738024	0.85121687
Mtfr1l	0.019651441	4.436771562	0.672749857	0.85121687
Tial1	-0.018380703	7.060840763	0.672821199	0.85121687
Map2	-0.027526326	10.22417403	0.672824567	0.85121687
Lgi1	0.015941335	6.734263382	0.672898106	0.85121687
Matk	-0.025412662	5.157853598	0.672903486	0.85121687
Znfx1	0.020152797	5.537808979	0.67297333	0.851224222
Tmem55b	-0.026915136	4.243009242	0.673030108	0.851224222
9930104L06Rik	-0.030170165	3.606100589	0.673109986	0.851224339
Adamtsl3	-0.034127485	3.474764153	0.67315101	0.851224339
Tmbim6	0.01966457	6.298260911	0.673439522	0.851441893
Zfp672	-0.017498933	6.100190248	0.673515829	0.851441893
A830082N09Rik	-0.022930378	4.358922889	0.673575956	0.851441893
Rptor	-0.021454235	7.472155481	0.67358011	0.851441893
Upf1	-0.020131723	5.396847701	0.673625154	0.851441893
Ppm1d	-0.028283027	5.170115134	0.673779306	0.851560357
Plin3	0.035370123	2.56086426	0.673889414	0.851571136
1600002H07Rik	-0.038092215	1.578874607	0.673908693	0.851571136
Rarres2	-0.073322653	1.263729108	0.674155842	0.85164031
Lzts1	-0.034513142	3.995272397	0.674267347	0.85164031
Tsfm	-0.038600973	3.044756446	0.674288686	0.85164031
Ube2i	0.025237352	5.302839705	0.674312893	0.85164031
Padi2	0.032530057	3.819320442	0.674344653	0.85164031
Setd2	0.017030754	7.651602801	0.674500063	0.85164031
2700094K13Rik	0.053882937	0.73888891	0.674528228	0.85164031
Tprkb	-0.021360254	5.444521512	0.67456248	0.85164031
Tspan2	-0.033496419	5.931624049	0.674602955	0.85164031
Fam83f	-0.061469775	0.717656836	0.674626726	0.85164031
Sepp1	0.040881146	5.784106132	0.674628213	0.85164031
Ttpal	0.01849812	5.619324656	0.674705991	0.851662202
Arhgef37	0.034261893	2.856673629	0.67483464	0.851748298
Slc50a1	-0.030400521	3.103613086	0.674936915	0.851771119
Itprip	-0.061337515	0.699429856	0.674973608	0.851771119
Mta1	-0.019944281	5.792671882	0.675302086	0.85210933
Tceanc	-0.046327634	1.540332639	0.675397177	0.852153015
A930015D03Rik	-0.028212864	6.320189176	0.675501739	0.85220864
Rnf24	0.017639351	6.119949795	0.67585031	0.852572068
Crtc3	-0.020445149	6.041398641	0.676042624	0.852696763
Taok3	0.022592977	5.902374467	0.676085236	0.852696763
Ces5a	-0.065802303	0.39694512	0.676185198	0.852696763
Atg2b	0.018231103	6.737886752	0.676191195	0.852696763
Camkv	-0.025112921	6.53863133	0.6763429	0.852721919
Tnfsf10	0.060334232	1.465969128	0.676361564	0.852721919
Myl6b	-0.0551162	1.103018996	0.676412457	0.852721919
Ptpa	-0.018077893	6.218894658	0.676453188	0.852721919
Tapbpl	0.061136078	0.98407108	0.676560026	0.852780312
Sap30	0.056079497	1.743517357	0.676699834	0.852851784
Psma3	0.019385681	6.055994336	0.676809928	0.852851784
Bgn	-0.050283177	2.441017798	0.676837489	0.852851784
Ssbp3	0.020328977	6.885809391	0.67685881	0.852851784
Mapk3	-0.032753814	4.193659884	0.676925862	0.852860013
Acot2	-0.050961709	1.037746838	0.677152484	0.853069265
Gtf2a2	0.019651606	5.335947818	0.677239805	0.853103006
Sh3bgrl	-0.026144094	5.417331664	0.67737964	0.853202886
Magi3	0.019589941	7.884112	0.677529749	0.853315688
Usp31	-0.021864783	7.347125337	0.677668933	0.85341471
Ifnar2	-0.028787939	4.068749538	0.677817957	0.853526106
C230004F18Rik	0.064824076	7.553748799	0.677945625	0.853610592
Mon1b	0.037343802	2.963162142	0.678197035	0.853850855
Mroh1	0.032549564	5.534816974	0.67826053	0.853854511
Zfp738	0.024129523	5.304704729	0.67836711	0.8539124
Tcaf1	-0.017903762	7.03166469	0.678478687	0.853976568
Ints8	-0.015800299	6.634360148	0.678554597	0.853995836
Magoh	-0.028798065	2.897319444	0.678685854	0.854084753
Proca1	0.057359582	0.194362679	0.678854739	0.854221
Ube3b	0.019793078	6.091540063	0.67907806	0.85436884
Cyb5r4	0.018027	6.212761706	0.679127702	0.85436884
Anpep	0.047227143	1.581258119	0.679257	0.85436884
Laptm4a	0.024580403	5.984630088	0.679267195	0.85436884
Rpap1	0.023078936	3.934109947	0.679275368	0.85436884
Srl	-0.032247554	2.641313086	0.679367746	0.854408771
Hacl1	0.030577636	2.537198395	0.679486382	0.854409625
Six5	-0.056986905	0.317061729	0.679489687	0.854409625
Stoml1	-0.024443067	4.339938328	0.679608726	0.854483063
Nfrkb	0.01895369	5.655639258	0.679670683	0.854484724
C130060K24Rik	0.070641003	0.456898665	0.679792978	0.854509662
Dut	0.021590402	3.953731795	0.679834207	0.854509662
Eif2b5	0.029717373	4.064048588	0.679872433	0.854509662
Fbxo11	-0.017659307	7.475278283	0.679948155	0.85451204
Adcy4	-0.065706511	1.7228771	0.679995602	0.85451204
Epb41l4aos	0.048498385	1.186813969	0.680267357	0.854711868
Uty	0.022214038	7.915504194	0.680277446	0.854711868
Zfp971	0.03104417	4.21891954	0.680336576	0.854711868
Dnajc11	-0.022287038	5.404949137	0.68056084	0.854917397
Kctd20	0.021926236	5.095884693	0.6807035	0.855020386
Atp1b3	0.020169948	7.093359681	0.680833086	0.855106938
Tead3	0.063666956	1.138245961	0.681030964	0.85527924
Pex3	0.015553279	5.261035972	0.681301407	0.855542633
Ankrd37	-0.050525727	1.741998884	0.681571551	0.85579681
Zdhhc1	-0.024569506	5.27672284	0.681714309	0.85579681
Ankef1	-0.054441389	1.064873319	0.681785978	0.85579681
Rrp8	0.030661682	2.197681265	0.681787341	0.85579681
Pomp	0.021548306	4.132600377	0.681807464	0.85579681
Gm13363	-0.074855916	0.427398713	0.682252922	0.856232739
Glmn	-0.018633011	5.71847295	0.682332672	0.856232739
Snrnp35	-0.046086618	1.929887458	0.682396731	0.856232739
Toe1	-0.040356855	2.21804228	0.682433248	0.856232739
Ypel3	0.026754486	4.389475146	0.682462887	0.856232739
Clcn7	0.020448525	5.07303085	0.682615567	0.856232739
Slc38a7	0.021268211	4.23459283	0.682915938	0.856232739
Pigo	0.027904895	3.576656191	0.68297642	0.856232739
Smarcb1	-0.02094712	5.406977821	0.683003802	0.856232739
Mfn1	0.019249832	7.054160402	0.683008952	0.856232739
Dmtn	0.019552364	6.675007387	0.683039306	0.856232739
Brat1	0.022748969	4.103712271	0.683053298	0.856232739
Ppp2r5c	-0.019516048	7.534396811	0.683112926	0.856232739
Hcn2	-0.023487153	5.70620982	0.683130689	0.856232739
Ltk	0.039528774	2.854615236	0.683188883	0.856232739
Ppa1	-0.021808281	4.711863307	0.683212178	0.856232739
Snx7	0.030026206	5.819744778	0.683354923	0.856232739
Dcdc2b	0.045953373	2.817554372	0.68338497	0.856232739
Htr3a	-0.061229488	0.560633266	0.683429224	0.856232739
Rnf111	-0.018386674	7.002594257	0.683440826	0.856232739
Sept11	0.02303546	7.725670525	0.683457463	0.856232739
Smo	-0.047729865	2.604235131	0.683514899	0.856232739
Dcaf12	-0.01935431	5.220269667	0.683608816	0.856232739
Chchd6	0.026942205	6.838686365	0.68361301	0.856232739
Tmem240	-0.023544096	4.129819198	0.683713968	0.856243425
Mrps27	-0.019264039	5.430904614	0.683743064	0.856243425
Oma1	-0.021216717	4.589690698	0.683959147	0.856437915
Zfp511	-0.035375157	2.470765209	0.684073572	0.856505089
Cmtr2	0.042027342	2.54034797	0.684263782	0.85666713
Kdm4c	0.01819729	7.732941772	0.684465218	0.856843196
Heatr5a	0.018292312	4.881326049	0.684674307	0.856881166
Tspan31	-0.024720645	3.434265332	0.684687717	0.856881166
Hgh1	-0.035098499	1.938750371	0.684701488	0.856881166
Trp53inp1	0.036183779	5.130225954	0.684742599	0.856881166
Rhno1	-0.032592946	2.67140544	0.684844036	0.856881166
Arhgap5	0.041707955	7.620214771	0.684860387	0.856881166
Atat1	-0.023781933	3.858153522	0.684968813	0.856940742
Pum2	0.022478721	8.306640079	0.685136321	0.857003333
Gls2	0.023200045	4.030644293	0.685140474	0.857003333
Adi1	0.025944507	3.079428683	0.685379086	0.857184127
Pdcd11	0.017915457	4.91674522	0.685406666	0.857184127
Polr2h	0.025965545	2.380486388	0.685514029	0.857242319
Rell1	0.024300448	4.436496761	0.685765729	0.857474306
Sntb1	0.039078078	3.797309474	0.685821239	0.857474306
Sh2b1	-0.02265973	4.443841705	0.685883515	0.857476091
Cfap46	0.040930232	3.809417235	0.686124575	0.857701368
Stil	-0.047887145	1.173075445	0.686237726	0.857763143
Zfp512	0.016429402	5.437575052	0.686426612	0.857763143
Mrpl17	-0.029445343	3.864395142	0.686474527	0.857763143
Ano6	0.023537501	6.941649658	0.686590914	0.857763143
Tenm1	-0.043930445	8.133559772	0.686602874	0.857763143
Oaz2	-0.020994648	4.978015731	0.686616948	0.857763143
Kcnj16	0.05180577	3.110004333	0.686721318	0.857763143
Fam73b	0.018897095	5.702688959	0.686727403	0.857763143
Sugt1	0.015985613	5.887830508	0.686734077	0.857763143
Otulin	0.020734245	4.438402697	0.686782681	0.857763143
Rufy3	-0.015883188	7.482243166	0.686924696	0.857864482
Grn	-0.023933231	3.616454251	0.687747006	0.858815314
Gtpbp4	0.020267963	5.047704594	0.687894936	0.85884743
Col9a2	-0.059149759	0.687115811	0.687924532	0.85884743
Zfp362	-0.031317442	5.117939749	0.687955563	0.85884743
