Gene	logFC	logCPM	PValue	FDR
Dcaf17	0.025223097	5.383418353	0.65619942	0.906762295
Fam175b	0.022366765	5.250428874	0.656354601	0.906762295
Pim3	0.038118135	4.564592924	0.656424453	0.906762295
Dmxl2	-0.019721147	8.780828943	0.656522268	0.906762295
Cnot1	0.018418797	7.596706941	0.656524688	0.906762295
Tceal6	-0.039525984	2.204852078	0.656542472	0.906762295
Pfkfb1	-0.06606165	0.937623148	0.656658331	0.906762295
Zswim8	0.020515101	6.050644487	0.656662501	0.906762295
Cep104	-0.019153584	4.9169142	0.656733771	0.906762295
Flii	-0.028660104	4.635966345	0.65673701	0.906762295
Cct7	0.027974754	6.027641153	0.656757637	0.906762295
Ubox5	-0.026996815	3.891242353	0.656822491	0.906762295
Fam173a	-0.026389426	3.993872536	0.656894046	0.906762295
Rbm22	0.021986834	4.374476315	0.656899179	0.906762295
Ahnak	0.038712878	7.008941552	0.656922711	0.906762295
Gpr63	0.028991112	5.155807197	0.656953043	0.906762295
Zfp526	0.035247426	2.784701903	0.657019742	0.906762295
Kcnb2	-0.058475673	8.997429943	0.657028085	0.906762295
Nup188	0.019344103	5.150831542	0.657103002	0.906762295
Ciapin1	-0.019004333	5.339382037	0.657131044	0.906762295
Bahd1	-0.024029448	5.631915193	0.657145019	0.906762295
Larp1	0.018346596	6.834127568	0.657145442	0.906762295
Cdk4	0.031273723	3.69745416	0.657899964	0.907715149
Aff4	0.019247329	8.312067744	0.658131156	0.907889371
Trmt10b	-0.024503613	3.744730184	0.658154209	0.907889371
Acot11	0.032505767	4.817314388	0.658345635	0.908065151
Cwc25	0.025603497	4.022590677	0.658439524	0.908106376
Tbc1d32	-0.025947167	6.325438696	0.658550166	0.908170698
Magel2	-0.067645604	1.56765901	0.658618789	0.908177065
Henmt1	0.065207097	0.739146321	0.658795974	0.908248144
Rbbp5	0.016469183	5.505367971	0.658798357	0.908248144
Zcwpw1	-0.040371636	2.257917737	0.658915	0.908249614
Abhd8	0.033416271	6.309684864	0.658927445	0.908249614
Ccser2	-0.017304302	7.615981059	0.659074525	0.908364102
Dnajc30	-0.041412933	2.464727688	0.659286222	0.908536032
Lamc3	0.047383943	3.217860702	0.659372711	0.908536032
Dner	-0.018083429	7.408420534	0.659402039	0.908536032
Trnp1	-0.033437283	4.863769253	0.659455395	0.908536032
Tcf20	-0.020075786	7.986107545	0.659574489	0.908611886
Ndufb3	0.021736677	4.291572379	0.659660175	0.908641707
Samd1	-0.039731911	2.800026755	0.659824323	0.908724705
Tmem223	-0.032793715	2.978909154	0.659867106	0.908724705
Slc31a1	0.023197751	4.847940181	0.659912563	0.908724705
Zc3h14	-0.020267776	7.144823712	0.660082372	0.908819814
Zfp759	-0.029990784	3.916794016	0.660146118	0.908819814
Rap2c	0.019456282	4.77823957	0.660174167	0.908819814
2010107G23Rik	-0.034151321	2.911740674	0.660288099	0.908819814
Ptk2	0.034590367	9.188609324	0.660432549	0.908819814
Zfp593	-0.051884347	1.956613536	0.660589013	0.908819814
Noc2l	0.022852611	4.696222026	0.660600164	0.908819814
Vamp2	-0.029991005	7.657335954	0.660635762	0.908819814
Hap1	-0.033099819	5.495548792	0.660640754	0.908819814
Trappc2	0.027809427	3.764582664	0.660660182	0.908819814
Mrpl42	-0.024035295	4.469678288	0.660748381	0.908819814
8430429K09Rik	-0.034630243	3.191945536	0.660804305	0.908819814
Ing1	-0.037366669	3.022371177	0.660814295	0.908819814
Fam214a	0.026012556	7.262128438	0.661012608	0.908999638
Ift172	-0.01818834	5.162979791	0.661169706	0.908999638
Ppp6r3	0.020184186	7.701302924	0.661300725	0.908999638
Arhgef6	0.03084362	4.420141683	0.661364843	0.908999638
Lsm5	0.059988519	0.965008988	0.661422526	0.908999638
Trim34a	0.047665634	1.713945728	0.661450776	0.908999638
Dctn4	-0.015762472	6.505197203	0.661563241	0.908999638
Arf1	0.021929182	6.782960967	0.661585317	0.908999638
Mob3a	-0.037770088	3.487896388	0.661595586	0.908999638
Mrpl9	0.030993456	3.391004684	0.661636499	0.908999638
Adcy2	-0.027603135	8.687159763	0.661649747	0.908999638
Nudt14	0.054516146	1.389675362	0.661916777	0.909108307
Ndufs6	0.02810309	3.895849113	0.661940792	0.909108307
Clec14a	0.060036645	1.897409282	0.662073943	0.909108307
Prmt3	0.023271066	6.079597596	0.662085136	0.909108307
Psmc6	0.020093382	5.969022618	0.662124186	0.909108307
Kdm5b	0.019314392	7.285804392	0.662132232	0.909108307
Gm2694	0.034982404	2.582958398	0.66219914	0.909108307
Ddx3y	0.025049267	6.389140048	0.662326527	0.909108307
Paqr5	0.053245855	3.455777082	0.662389602	0.909108307
Ncam2	-0.037397574	9.478057979	0.662433906	0.909108307
Dym	0.028967274	7.061779374	0.662459446	0.909108307
Vcp	-0.019756192	6.365298148	0.662497702	0.909108307
Nfat5	-0.019139819	7.950553134	0.662903646	0.909421551
Ndufs5	0.035895996	2.771698741	0.663023043	0.909421551
Atp8a2	0.026724087	7.195876508	0.663064638	0.909421551
Morn4	0.024054228	4.090130694	0.663101565	0.909421551
Atxn2	0.021729707	7.630002529	0.663113432	0.909421551
Efhd1	-0.033297358	3.105774556	0.663289427	0.909421551
Akna	-0.036695675	3.15817215	0.66335005	0.909421551
Nanp	0.034866625	3.42850464	0.663530367	0.909421551
Rims2	-0.039163915	9.585841969	0.663534496	0.909421551
Sidt2	0.021124344	5.668154393	0.663543165	0.909421551
Zkscan2	0.022497342	4.906093537	0.663548955	0.909421551
Eif2b4	0.031321741	3.451333315	0.663562483	0.909421551
Cog3	-0.01929595	6.834387391	0.663587489	0.909421551
Mon2	0.017294519	7.659493199	0.663669361	0.909421551
Cars2	-0.024647819	4.153813769	0.66382679	0.909421551
Jakmip3	0.022558783	6.199953325	0.663879819	0.909421551
Arhgdia	-0.030676157	5.791825439	0.663908732	0.909421551
Trim27	-0.025685228	4.163029631	0.663979417	0.909421551
Ski	-0.018477857	7.530376173	0.663991806	0.909421551
Parpbp	0.059030204	0.868579707	0.664007842	0.909421551
Iqcg	-0.040074985	2.361920875	0.664118315	0.909485066
Tmem255b	-0.058859705	1.414589517	0.664222072	0.909539373
Car14	0.055100745	2.220806917	0.664491445	0.909740218
Mpdu1	0.028631005	3.867306156	0.664496978	0.909740218
Ccl28	-0.059725324	2.020141852	0.664625421	0.909828278
2510039O18Rik	-0.023774185	4.421151029	0.664762871	0.909923561
Tmem205	0.025737348	3.713352862	0.664909088	0.909923561
Prkar1a	0.023335789	8.401786826	0.665116545	0.909923561
Surf6	-0.026462956	3.428496121	0.665141847	0.909923561
Prodh	0.027701386	4.534834846	0.665182385	0.909923561
Kidins220	-0.016531176	8.630719703	0.665399678	0.909923561
Ttc4	0.018733278	4.839309043	0.665440022	0.909923561
D030056L22Rik	0.025473112	3.502210038	0.665514531	0.909923561
Bbs12	-0.032219758	4.019480636	0.665514831	0.909923561
Tsc1	0.016134254	6.473570064	0.665670922	0.909923561
Mpp4	-0.062566758	1.530885665	0.665724116	0.909923561
Gemin6	0.071351024	0.848505031	0.665787884	0.909923561
Pja2	0.019922792	8.640110131	0.665815557	0.909923561
Gm20604	0.028958766	3.368063775	0.665830313	0.909923561
Timm22	-0.026755328	3.644862259	0.665850258	0.909923561
Pnn	0.024918765	4.526559115	0.665892062	0.909923561
Ppp2r2a	0.020671818	7.581624487	0.66589975	0.909923561
Tert	-0.051117537	2.113281131	0.665959102	0.909923561
Ephb1	0.027524342	6.897902452	0.666020792	0.909923561
Ing5	0.023241138	4.128573093	0.666052221	0.909923561
Hsp90b1	-0.023919868	7.423211191	0.666069709	0.909923561
Pianp	-0.023329271	4.964214491	0.666105858	0.909923561
Dcun1d2	-0.016604479	6.003630558	0.666501409	0.91037625
2810006K23Rik	-0.030255228	3.19313377	0.667052256	0.910896078
Nap1l3	0.028564029	4.48356311	0.667134816	0.910896078
Lect1	0.066676586	0.285127975	0.667137548	0.910896078
Tmem86b	-0.04804451	1.70974903	0.667138772	0.910896078
Tbk1	0.015161086	5.726313531	0.667387931	0.911081132
Fnbp4	0.017997841	6.145187673	0.667402726	0.911081132
Slc39a7	0.030653543	4.771326546	0.667639957	0.91119399
Itga10	-0.05743424	1.849827226	0.667753554	0.91119399
Slc35a4	0.027168982	4.165268997	0.66777001	0.91119399
Rai1	-0.020628508	7.516558282	0.667791175	0.91119399
Psmd2	-0.025114028	6.114957888	0.667818223	0.91119399
Zfp708	-0.029838545	3.120458801	0.667948885	0.91119399
Cited4	0.051866754	1.382635208	0.66798646	0.91119399
Yipf1	0.020537518	4.729273747	0.668123155	0.91119399
Lmx1b	-0.067633455	0.707119533	0.668179737	0.91119399
Eif3m	0.017392195	5.6308649	0.668202663	0.91119399
Gatb	0.031782798	5.125465896	0.668249696	0.91119399
Tmem151a	-0.026277271	6.545248287	0.668280829	0.91119399
Sra1	0.035745571	2.937034772	0.668359063	0.91119399
Rnls	-0.041987186	3.781117387	0.668384456	0.91119399
Zfp444	0.021187423	4.960235464	0.668516098	0.911285899
Fry	0.017310859	8.445112037	0.668756219	0.911314033
Brk1	0.017739491	6.242864767	0.668759938	0.911314033
Rbm42	0.025154911	3.951737713	0.668813147	0.911314033
Mapk12	0.053523751	1.441498624	0.668875733	0.911314033
Plag1	-0.024915648	4.638537098	0.668900529	0.911314033
Usp49	0.021738969	5.073227548	0.668945284	0.911314033
Dnajc7	0.015543788	6.282201965	0.669025354	0.911314033
Fpgt	-0.020636781	4.631220931	0.669050552	0.911314033
Zfp638	0.02238925	8.450241568	0.669255595	0.91150582
Kpna4	-0.017650268	7.717529376	0.669406823	0.911578457
Efemp2	-0.041068902	2.507840663	0.669493445	0.911578457
Spry1	0.033664733	3.160641606	0.669501663	0.911578457
Abhd3	0.017886414	5.422924978	0.669786486	0.911739016
Dgcr8	0.018425288	6.003792123	0.669787476	0.911739016
Tnip1	-0.023745451	4.506006757	0.669812354	0.911739016
Myl9	-0.066884664	1.388682577	0.669878608	0.911741733
Hyi	0.079641714	0.335806486	0.670101097	0.911912452
Tspear	0.058921672	1.104054299	0.670184518	0.911912452
Tulp4	-0.017587197	7.811440574	0.670265513	0.911912452
Rufy3	-0.01683779	7.576857166	0.670448377	0.911912452
Zar1l	-0.07559791	0.207078902	0.670545168	0.911912452
Sav1	0.019735981	5.121705007	0.670607585	0.911912452
Mill2	-0.056094286	1.811077159	0.670740104	0.911912452
Ell	0.019634754	5.608565151	0.670758643	0.911912452
Krt12	0.057605366	1.431339472	0.670772988	0.911912452
Arpp21	0.034719786	9.443598816	0.67083968	0.911912452
Gm20743	-0.081871049	0.624828299	0.670852078	0.911912452
Camsap1	-0.017150553	6.678452423	0.67085838	0.911912452
Wdr83os	-0.038056687	2.591687533	0.670928741	0.911912452
5530601H04Rik	0.027901039	4.178680523	0.670941785	0.911912452
Stx17	-0.023742503	5.270972866	0.670968074	0.911912452
Prkg1	0.047923225	9.080811401	0.671127823	0.911978014
Nab2	-0.031887559	4.022479317	0.671176173	0.911978014
Hexim1	-0.035428207	4.362513927	0.671209134	0.911978014
Bcl9	-0.020288916	5.0842024	0.671293648	0.911992518
Esyt1	0.033597721	3.114439698	0.671547752	0.911992518
Ptpn9	-0.021288729	6.1797679	0.671568754	0.911992518
Rpl4	-0.028723666	6.168514687	0.671577734	0.911992518
Csnk2a1	-0.019120647	6.768219309	0.671644336	0.911992518
Psmd14	-0.02680531	7.536213602	0.671650839	0.911992518
Pias4	0.022470732	4.224477372	0.671691397	0.911992518
Nefh	0.035217379	3.534779489	0.671765791	0.911992518
Tbpl1	0.017077826	6.436194322	0.671862133	0.911992518
Yipf3	0.027642826	4.05603375	0.671862555	0.911992518
Glipr2	0.063845797	1.001381295	0.67198336	0.912069246
Traf5	0.028040662	3.266139029	0.672082112	0.912116029
Elovl6	-0.019422044	7.009152144	0.672173182	0.91215238
Slc8a3	-0.029764797	6.206325535	0.672248605	0.912167491
M6pr	0.022963895	5.256490922	0.672329925	0.9121906
Itch	-0.016963817	7.036451713	0.672480874	0.912308167
Smco3	0.040992324	2.198950887	0.67258787	0.912366088
Gtf3c6	0.033584055	2.712718244	0.672831428	0.912479885
Sik2	-0.029577933	7.358366668	0.672840096	0.912479885
Poldip2	-0.021654543	4.690293876	0.672908272	0.912479885
Fbxl14	-0.027494724	4.350835953	0.672928996	0.912479885
Syndig1	-0.026960612	6.812099094	0.673145327	0.912662431
Rnf139	-0.016899115	5.795624411	0.673303567	0.912662431
Agbl2	-0.055330461	1.219644914	0.67331186	0.912662431
Aim1l	0.085983334	0.527622684	0.673320906	0.912662431
Atg4c	0.019851136	6.666434106	0.673603398	0.912826066
Itih2	-0.080584656	0.683135276	0.673626121	0.912826066
Enthd2	-0.03277788	3.11577077	0.673692352	0.912826066
Lrrc47	-0.021943143	4.565316898	0.67371259	0.912826066
Msl2	0.015918484	6.728448455	0.673812609	0.912826066
Dmap1	0.027095309	3.357468031	0.673827628	0.912826066
Akap17b	-0.021332249	5.448072033	0.674055217	0.913047205
Trappc3	0.016163428	4.896006187	0.674329532	0.913285769
Col23a1	-0.032854258	3.92422932	0.674469613	0.913285769
Fam91a1	-0.018116863	6.719096439	0.674520837	0.913285769
Lgi2	-0.022258999	5.887823918	0.674624341	0.913285769
Spry4	-0.030793318	4.29024836	0.674627272	0.913285769
Caap1	-0.028081133	5.98448423	0.674675711	0.913285769
Cubn	-0.053176393	1.148078674	0.674681896	0.913285769
Uqcrh	0.02253494	5.053184137	0.675112083	0.913780917
Ankrd9	0.038169162	2.647111944	0.675344213	0.9138753
Arhgap22	0.039170264	4.847580198	0.675385138	0.9138753
Spata18	0.067137852	1.641198564	0.675405555	0.9138753
Cwc27	-0.032339596	6.796534214	0.675439444	0.9138753
Yipf6	-0.016543197	5.205459641	0.675619919	0.913977667
Tmem87a	-0.017557593	6.63749211	0.67570048	0.913977667
Eef1d	-0.020255356	4.679388389	0.675759891	0.913977667
Gng5	0.044275	1.995032839	0.675772761	0.913977667
Tmem216	-0.033645234	2.087621988	0.67586959	0.91401946
Fam229b	0.035554021	2.963556285	0.676075434	0.91401946
Rpl32	-0.030326789	3.812585496	0.676160458	0.91401946
Zfp455	-0.037944164	2.181540986	0.676266223	0.91401946
Alpk3	0.079206106	0.273729714	0.67653535	0.91401946
Tnfaip8l1	-0.049994106	1.88720566	0.676732695	0.91401946
Otx2os1	0.085731402	0.48323654	0.676891506	0.91401946
9130023H24Rik	0.043781259	1.955706472	0.67690349	0.91401946
Kansl1	-0.023740744	8.25878314	0.676909613	0.91401946
Rpgr	-0.031464339	5.707053534	0.676918106	0.91401946
A330076C08Rik	0.075285198	0.504864081	0.676950222	0.91401946
St6gal1	-0.021812364	6.053826565	0.676986697	0.91401946
Rer1	0.022216588	4.960643924	0.676997574	0.91401946
Ngfrap1	0.033846603	3.518640741	0.677067779	0.91401946
Wdr53	-0.030465608	2.626925292	0.677237355	0.91401946
Trim41	0.021729778	4.485530723	0.677259953	0.91401946
Spag8	0.084981442	0.321575602	0.677293566	0.91401946
Mccc1os	0.068956346	0.383026832	0.677309821	0.91401946
Tm9sf1	0.026157346	4.63978199	0.677373921	0.91401946
Thoc1	-0.02220403	6.269868488	0.677383072	0.91401946
Pde9a	-0.032529674	5.223377946	0.677584327	0.91401946
Per1	-0.034644569	5.900627506	0.677598175	0.91401946
Sos1	-0.018676786	7.100106567	0.677627706	0.91401946
Dtwd2	-0.037592493	4.196590199	0.677634038	0.91401946
Ttc7	-0.023824485	4.880168738	0.677746841	0.91401946
Rgs10	-0.028567389	3.791438957	0.67774993	0.91401946
Sntb1	0.039122268	3.644838413	0.677837745	0.91401946
2700046G09Rik	-0.038195844	2.177617858	0.678016223	0.91401946
Ppil3	0.021423024	3.650153742	0.67803138	0.91401946
Me2	-0.018111917	4.933074622	0.678082515	0.91401946
Dnajb2	0.028098233	5.172290343	0.678095191	0.91401946
Dstn	-0.016744978	5.764966682	0.678128421	0.91401946
Arhgap20	-0.020516445	7.171420133	0.678150906	0.91401946
Ppfia3	0.024732341	5.804218131	0.678164915	0.91401946
Ube2g1	-0.023477981	6.827478819	0.678223228	0.91401946
Gng3	-0.029580433	3.761842772	0.678404084	0.91401946
Etaa1	-0.021557788	4.340733723	0.67856144	0.91401946
9430091E24Rik	0.02117851	4.667673119	0.678584812	0.91401946
Trp53rka	0.036354134	2.85776824	0.678586643	0.91401946
Ago1	-0.018859996	5.86642009	0.678598779	0.91401946
Actn1	0.020787513	6.825099866	0.678608618	0.91401946
Alx3	-0.081454504	0.159867001	0.678620359	0.91401946
Dbndd2	-0.023750351	5.565135132	0.678670571	0.91401946
Arsb	0.021205411	6.700769877	0.678673679	0.91401946
Luzp2	-0.030169876	8.493164219	0.678748824	0.91401946
Apex1	-0.034480697	3.239955994	0.678786868	0.91401946
Rnf150	0.026089328	7.900664264	0.678831283	0.91401946
Ttll7	-0.019001773	8.100290606	0.679525127	0.914683434
Zbtb24	0.02007768	4.461810611	0.679538092	0.914683434
Rangap1	-0.024226853	6.313483891	0.679579991	0.914683434
Stom	0.038082292	3.217595003	0.679724041	0.914683434
Exosc9	0.019662073	4.641723747	0.679812211	0.914683434
Vps25	-0.023322339	3.451909059	0.679825518	0.914683434
Ndufa1	-0.037089963	2.507771669	0.679955076	0.914683434
Dpm1-adnp	-0.04739066	1.873771221	0.680044866	0.914683434
Klhl25	-0.024809155	3.797421046	0.680145996	0.914683434
Spcs3	0.017581796	6.368691413	0.680227417	0.914683434
Pkd1	0.016720908	8.11323524	0.680357001	0.914683434
Pip4k2b	-0.021237822	6.289145917	0.680443271	0.914683434
Dnali1	-0.07150602	0.924844248	0.68063084	0.914683434
Naa15	0.017758522	6.996996253	0.680631567	0.914683434
Utp18	0.02013231	5.29888402	0.68066823	0.914683434
Plin4	0.095768694	2.329983016	0.680703705	0.914683434
A630020A06	0.080123197	0.342115077	0.680736728	0.914683434
Slc8a1	0.029657999	10.12382982	0.680756045	0.914683434
Car10	0.03874685	8.562141247	0.680832273	0.914683434
Strn3	-0.024958157	8.324975384	0.680844144	0.914683434
Star	0.055454193	0.875360399	0.680883775	0.914683434
Tomm5	-0.034558366	2.088078952	0.680912815	0.914683434
Rpl23	0.023072561	3.823641071	0.680940426	0.914683434
Sdccag8	-0.030616875	7.137149234	0.680965392	0.914683434
Carmn	-0.039413152	2.513348305	0.681026902	0.914683434
Dtwd1	-0.024089032	3.638231095	0.681044319	0.914683434
Ahcy	0.045346801	1.938804762	0.681193735	0.914683434
Tubg1	-0.028534215	3.072771932	0.681196261	0.914683434
Scp2	0.020200392	4.930260146	0.681211822	0.914683434
Rasgrp2	-0.021760496	4.054229838	0.68127203	0.914683434
Snrpg	0.031176432	3.287918306	0.681386402	0.914683434
Cebpz	0.019913552	4.809852654	0.681434264	0.914683434
Ttc39a	0.044079863	2.251727139	0.681476837	0.914683434
Tmem200a	0.028205388	5.712047902	0.681516193	0.914683434
Tsen2	0.024047354	4.534923269	0.681654175	0.914695413
E330033B04Rik	-0.028852558	3.979599393	0.681775035	0.914695413
Ywhab	-0.024998239	7.698360442	0.68185404	0.914695413
Spag9	0.016300827	8.705404262	0.681872223	0.914695413
Atp5d	-0.023046474	5.286103435	0.681920219	0.914695413
Tcof1	-0.021200033	4.11531912	0.681992013	0.914695413
Nfia	-0.023868113	8.755289617	0.682008596	0.914695413
Zfp783	-0.03002801	3.405891813	0.682113581	0.914695413
Map1s	0.021018561	5.185454321	0.682179104	0.914695413
Tnxb	-0.053391407	2.609400247	0.682267759	0.914695413
Slc25a36	0.021009789	7.69488731	0.682307221	0.914695413
Zfp579	0.031746016	2.356308687	0.682339252	0.914695413
Nckap5l	-0.021640802	4.512392296	0.682363165	0.914695413
Bax	0.027627016	3.793411111	0.682565148	0.914879737
Npepps	0.016921425	7.465961446	0.682737623	0.915024476
Lcp2	-0.039635192	2.716538767	0.682849978	0.915025631
Srek1ip1	0.020081673	4.692213537	0.682899696	0.915025631
Ttc17	0.019531744	6.92786967	0.682959421	0.915025631
Pddc1	0.029743847	3.613340956	0.682996438	0.915025631
Jmjd4	-0.02295342	4.514227035	0.683144958	0.915086485
Emilin1	-0.065513555	0.852113286	0.683170846	0.915086485
Coa6	0.04200341	2.376528198	0.683278184	0.915143869
Xrcc1	0.025176107	3.872768392	0.683413461	0.915238659
Xylt2	-0.027897564	3.968961878	0.683714506	0.915333267
Cep85l	0.022615785	7.183905347	0.68377134	0.915333267
Clip4	-0.018681306	6.490527172	0.683789315	0.915333267
Scara3	-0.018668084	4.797251045	0.68381763	0.915333267
Fam98c	0.025002343	3.192186243	0.683906336	0.915333267
Tmem159	0.032199258	2.969842052	0.683916874	0.915333267
Tab2	-0.018917314	7.034014134	0.683946976	0.915333267
Itgam	-0.034695518	2.723586562	0.684000186	0.915333267
Tbrg1	-0.025405233	3.974803035	0.684078793	0.915352131
Pcgf6	0.020162454	5.041153704	0.68417694	0.915397133
Kcnq5	-0.042086242	9.830873172	0.684292334	0.915465201
Hipk3	-0.017205803	7.445306177	0.684381736	0.915496707
Phip	-0.02825948	8.739506167	0.684444927	0.915496707
Pnrc1	0.02981371	5.016549906	0.684674413	0.915591683
Capza2	-0.017382316	7.241865722	0.684764017	0.915591683
Nol10	-0.021060754	6.060111191	0.684794628	0.915591683
Tmem198	-0.030627781	4.643489371	0.684817155	0.915591683
Elk3	0.025229732	4.178051008	0.6849141	0.915591683
Krtcap2	-0.032063271	2.974844863	0.685105868	0.915591683
2610306M01Rik	0.069839497	0.793563175	0.685192973	0.915591683
Itpa	-0.018080178	4.31554958	0.685195845	0.915591683
Spata2	-0.02235754	5.320269093	0.685387027	0.915591683
Tmem126a	-0.029714203	3.89191312	0.685480056	0.915591683
Fth1	-0.029886015	6.6035694	0.685565572	0.915591683
Aen	-0.032607373	2.939846415	0.685665008	0.915591683
Vstm2l	-0.027503663	4.622324642	0.68571058	0.915591683
Tmem108	-0.033461384	6.83256174	0.685711733	0.915591683
Fubp1	0.020351692	7.240655755	0.685718046	0.915591683
Tmtc3	-0.020755044	5.826254294	0.685721647	0.915591683
Hira	-0.017930207	6.604782971	0.68573113	0.915591683
Aim2	0.03701387	2.999259711	0.685751364	0.915591683
Rfwd2	-0.02740634	7.8816835	0.68579043	0.915591683
Cs	0.021832602	6.673386833	0.685806499	0.915591683
Pcsk4	0.072752687	0.298984574	0.686005425	0.915689423
Cdc16	-0.015461363	5.605192869	0.686008779	0.915689423
Gm16702	0.051114594	1.322874962	0.686098043	0.915722428
Trip12	0.018973366	8.822500853	0.686179047	0.915744403
Ambra1	0.024055777	7.614708945	0.686431001	0.915876086
Shmt2	0.032506463	3.072285042	0.686508583	0.915876086
F420014N23Rik	-0.057040237	0.624380818	0.686534423	0.915876086
Csmd2	0.025036423	7.900549997	0.686535912	0.915876086
Pcdh15	-0.031918576	7.651251222	0.686860285	0.916161401
Ormdl1	-0.025533692	3.003595905	0.686907691	0.916161401
Hinfp	-0.021898696	3.852996887	0.686943487	0.916161401
Tbcel	0.016107378	6.232889252	0.687121462	0.916284335
9030617O03Rik	0.027997915	2.992156213	0.687164818	0.916284335
Fank1	0.036945238	2.712640721	0.687250573	0.91631257
Oxsm	0.032998727	2.951889622	0.687348697	0.916357292
Sult1a1	0.075584375	1.289422763	0.687474601	0.916382398
Hnrnpk	0.019564457	7.264933695	0.687496696	0.916382398
Taf9b	-0.026088702	3.832606235	0.687625235	0.916389159
Tmc4	0.050798136	1.222156078	0.687630938	0.916389159
Dhrs7	0.024582666	3.189744186	0.687740542	0.91644915
Appl1	-0.018823021	7.272076822	0.687986385	0.916621876
Nsun2	-0.01669374	5.411717534	0.688226085	0.916621876
Nudt22	-0.047070234	1.254959439	0.68843649	0.916621876
Rslcan18	-0.047887957	1.67151956	0.688570713	0.916621876
Mrps9	0.021289902	6.525867825	0.688574038	0.916621876
Elavl3	-0.016985148	6.88851109	0.688580144	0.916621876
Arhgef7	-0.019084091	7.622701138	0.688629308	0.916621876
Chchd10	-0.030154611	4.658204001	0.688634005	0.916621876
Zc4h2	0.022250226	3.793273038	0.688684525	0.916621876
E230029C05Rik	-0.033017267	3.971262146	0.688751472	0.916621876
Bckdk	-0.027724346	3.814782644	0.688753638	0.916621876
Erc1	-0.028633937	7.586272139	0.688776377	0.916621876
Ankrd11	0.018145044	8.133909671	0.688808071	0.916621876
Atp7a	0.016700499	5.586795754	0.688821758	0.916621876
Ajap1	0.024068687	6.317198312	0.68903354	0.916621876
Smc2os	0.056923177	0.82697269	0.689057816	0.916621876
Casc5	-0.071378769	0.466588147	0.689102196	0.916621876
Neu2	-0.058001611	1.275754403	0.689209411	0.916621876
Igsf5	-0.0636138	0.573820072	0.689212523	0.916621876
Pip5k1c	-0.023464678	7.394390991	0.689389671	0.916621876
Pcdh10	0.020791188	8.148470199	0.689453057	0.916621876
Cdk2	0.060945001	1.164240977	0.689465357	0.916621876
Vwa9	0.019198977	4.562416617	0.689472536	0.916621876
Sapcd2	-0.077655757	0.316855908	0.689561616	0.916621876
Uap1	0.018815406	5.354600604	0.689665019	0.916621876
Vps54	-0.019653631	7.123840312	0.689691805	0.916621876
Abca4	0.036556739	2.662488805	0.689722891	0.916621876
Mettl14	-0.021498534	4.174681959	0.689723739	0.916621876
St6galnac6	-0.025877425	5.105456503	0.689802535	0.916621876
Mrps22	-0.02264555	3.760650666	0.68984567	0.916621876
Apobec1	-0.038479911	2.102957958	0.689917777	0.916621876
Slc25a2	-0.068103288	0.281099182	0.690127075	0.916621876
Ccdc137	0.026746553	3.480655248	0.690140232	0.916621876
B3galt5	0.026535969	5.793709352	0.690168046	0.916621876
Gusb	-0.031055812	2.969892886	0.690340236	0.916621876
Dcaf12	0.016583996	5.476193867	0.690343112	0.916621876
Ppip5k1	0.017564544	6.130061514	0.690380892	0.916621876
Mterf2	0.024951111	3.917523251	0.69038903	0.916621876
Ppp1r11	0.026889013	3.357676894	0.690481846	0.916621876
Pmpca	0.018967004	5.344111216	0.690488609	0.916621876
Pno1	0.029067153	3.749903822	0.690528576	0.916621876
Por	-0.017710306	5.688808565	0.6905834	0.916621876
Rcn2	-0.017508305	5.9290895	0.690679944	0.916629366
Hibch	-0.024272448	4.663594488	0.690718245	0.916629366
Pam	0.021484025	8.830044795	0.691005057	0.916924227
Cnpy2	0.030719845	3.105258676	0.691256151	0.917053679
Zfp454	-0.031257626	2.577835015	0.69128341	0.917053679
Zfx	0.016365203	6.201295094	0.691431473	0.917053679
Ndufaf7	0.017995611	4.820346198	0.691450042	0.917053679
Apbb1	-0.022978237	6.977530335	0.691476807	0.917053679
Arnt	0.021069828	6.765723937	0.691490402	0.917053679
BC037032	-0.058475358	0.668534668	0.691612288	0.917099792
Spag1	-0.024277156	4.420225909	0.691654442	0.917099792
Rnf121	-0.018256416	5.56619336	0.691871857	0.917279826
Borcs6	-0.032836779	2.619337582	0.691919514	0.917279826
4933407K13Rik	0.02999439	3.013980083	0.692298233	0.917696153
Tarbp2	0.025814965	2.803548678	0.692495936	0.917855865
Slc10a7	-0.024234099	5.633120791	0.692648691	0.917855865
Myom1	-0.054441438	1.522662439	0.692743587	0.917855865
Gramd3	0.024641297	5.005956184	0.692796885	0.917855865
Zfp329	-0.014776417	5.877546922	0.692800721	0.917855865
Rap1a	0.018454524	6.696342193	0.692822248	0.917855865
Ndufb9	-0.018462342	4.907899642	0.692871532	0.917855865
Ddx28	-0.031135975	2.515151469	0.692962967	0.917891293
Gm19522	-0.05863191	0.804853463	0.693045594	0.91791505
Cd38	0.03803415	2.776943802	0.693160424	0.91798145
Xiap	-0.016865151	6.568868062	0.693280235	0.918054433
Uggt1	0.016829062	7.099176912	0.693406544	0.918096682
F8	0.037028413	3.351369937	0.693445227	0.918096682
D930016D06Rik	0.024107972	6.084903281	0.693592434	0.918096682
